"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"봉영여중목동고2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 10(신정동, 목동신시가지아파트11단지)","서울특별시 양천구 신정7동325-1 목동(아)1118동 앞","서울특별시 양천구청","37.50775811","126.8613099893","2024-12-03","","2026-06-07 10:57:02.0"
"솔밭유치원1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신월동557","서울특별시 양천구청","37.51291855","126.8423033","2024-12-03","","2026-06-07 10:57:02.0"
"솔밭유치원2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로10길 8(신월동, 대림아파트)","서울특별시 양천구 신월동558-9","서울특별시 양천구청","37.516418","126.840442","2024-12-03","","2026-06-07 10:57:02.0"
"송죽(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","444.9","100000","02-2620-3899","","서울특별시 양천구 신월5동 65","서울특별시 양천구청","37.539424","126.816316","2024-12-03","","2026-06-07 10:57:02.0"
"숲속(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","1500","100000","02-2620-3899","","서울특별시 양천구 신정3동 1322-10","서울특별시 양천구청","37.511838","126.828157","2024-12-03","","2026-06-07 10:57:02.0"
"삼성아파트정문","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신목로 7(신정동, 목동삼성아파트)","서울특별시 양천구 신정2동1278(101동105동 출입구 근처)","서울특별시 양천구청","37.51507887","126.8764181","2024-12-03","","2026-06-07 10:57:02.0"
"삼성아파트후문","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정2동(인도 협소하여고유번호존치)","서울특별시 양천구청","37.516043","126.876066","2024-12-03","","2026-06-07 10:57:02.0"
"새뚝(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","961.3","100000","02-2620-3899","","서울특별시 양천구 신정4동 955-1","서울특별시 양천구청","37.524106","126.840197","2024-12-03","","2026-06-07 10:57:02.0"
"새마을금고1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정2동 89-50","서울특별시 양천구청","37.524513","126.873841","2024-12-03","","2026-06-07 10:57:02.0"
"새마을금고2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정동 89-167","서울특별시 양천구청","37.51892915","126.8712942","2024-12-03","","2026-06-07 10:57:02.0"
"서부여성발전센타","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로 357","서울특별시 양천구 신월1동145-1","서울특별시 양천구청","37.53527724","126.8290749","2024-12-03","","2026-06-07 10:57:02.0"
"서부트럭터미널1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로88길 5-9","서울특별시 양천구 신정3동 1287-6","서울특별시 양천구청","37.5112483","126.8415853","2024-12-03","","2026-06-07 10:57:02.0"
"서부트럭터미널2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정3동733-1 한성교회 앞","서울특별시 양천구청","37.507454","126.836502","2024-12-03","","2026-06-07 10:57:02.0"
"서부트럭터미널앞","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정3동812-1","서울특별시 양천구청","37.508641","126.840013","2024-12-03","","2026-06-07 10:57:02.0"
"서서울호수공원1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로 434(신월동)","서울특별시 양천구 신월3동205-44","서울특별시 양천구청","37.52910485","126.8324699","2024-12-03","","2026-06-07 10:57:02.0"
"서서울호수공원2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로 431(신월동)","서울특별시 양천구 신월1동223-1","서울특별시 양천구청","37.52949532","126.8330264","2024-12-03","","2026-06-07 10:57:02.0"
"서울금융고등학교","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로 330(신월동)","서울특별시 양천구 신월3동45-3","서울특별시 양천구청","37.53719394","126.8269779","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지방법원앞","택시승차대로부터 10미터 이내","서울특별시","양천구","금연택시승차대                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제9조","","100000","02-2620-3899","서울특별시 양천구 신월로 386(신정동)","서울특별시 양천구 신월로 386(신정동)","서울특별시 양천구청","37.52216569","126.8639441","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지법","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로 340(신정동, 목동신시가지아파트9단지)","서울특별시 양천구 신정동313","서울특별시 양천구청","37.51942558","126.8640401","2024-12-03","","2026-06-07 10:57:02.0"
"목동일이단지사잇길","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로 38(목동, 목동신시가지아파트1단지)","서울특별시 양천구 목5동901 목동(아)109동 앞","서울특별시 양천구청","37.54129134","126.8785038","2024-12-03","","2026-06-07 10:57:02.0"
"목동중학교1","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 172","","서울특별시 양천구청","37.52095837","126.8714445","2024-12-03","","2026-06-07 10:57:02.0"
"목동중학교2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 172(신정동)","서울특별시 양천구 신정2동 88-1","서울특별시 양천구청","37.5209572","126.8714434","2024-12-03","","2026-06-07 10:57:02.0"
"목동중학교3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 150(신정동)","서울특별시 양천구 신정2동 329-10","서울특별시 양천구청","37.51894185","126.8704712","2024-12-03","","2026-06-07 10:57:02.0"
"목동초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 12길 12","","서울특별시 양천구청","37.52280796","126.8721195","2024-12-03","","2026-06-07 10:57:02.0"
"목동파라곤","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로 155(목동)","서울특별시 양천구 목1동917","서울특별시 양천구청","37.52999562","126.875072","2024-12-03","","2026-06-07 10:57:02.0"
"목동프라자1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로32길 61(신정동)","서울특별시 양천구 신정1동1021-9","서울특별시 양천구청","37.52008283","126.8603028","2024-12-03","","2026-06-07 10:57:02.0"
"목동프라자2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정동311-4","서울특별시 양천구청","37.51885922","126.8559641","2024-12-03","","2026-06-07 10:57:02.0"
"목동프라자3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정동1022-16","서울특별시 양천구청","37.51958165","126.8589575","2024-12-03","","2026-06-07 10:57:02.0"
"목동프라자4","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로32길 61(신정동)","서울특별시 양천구 신정동 1021-9","서울특별시 양천구청","37.520049","126.8603028","2024-12-03","","2026-06-07 10:57:02.0"
"신서고교,영상고교 입구","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 오목로 204(신정동)","서울특별시 양천구 신정4동 987-7","서울특별시 양천구청","37.52539054","126.8600748","2024-12-03","","2026-06-07 10:57:02.0"
"신서고교영상고교입구","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 오목로 205(신정동)","서울특별시 양천구 신정4동 903-28","서울특별시 양천구청","37.52578021","126.8602924","2024-12-03","","2026-06-07 10:57:02.0"
"신강초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로 55길 72","","서울특별시 양천구청","37.52584247","126.8422626","2024-12-03","","2026-06-07 10:57:02.0"
"신곡(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","990.4","100000","02-2620-3899","서울특별시 양천구 오목로13길 38","서울특별시 양천구 신월2동 459","서울특별시 양천구청","37.526284","126.8449048","2024-12-03","","2026-06-07 10:57:02.0"
"신곡시장1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 187(신월동)","서울특별시 양천구 신월4동535-4","서울특별시 양천구청","37.519698","126.8436629","2024-12-03","","2026-06-07 10:57:02.0"
"신곡시장2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 186(신월동)","서울특별시 양천구 신월6동601-2","서울특별시 양천구청","37.519169","126.8438853","2024-12-03","","2026-06-07 10:57:02.0"
"신곡시장3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 175(신월동)","서울특별시 양천구 신월동537-8","서울특별시 양천구청","37.518808","126.8425396","2024-12-03","","2026-06-07 10:57:02.0"
"신기(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","1534","100000","02-2620-3899","","서울특별시 양천구 신정3동 1260","서울특별시 양천구청","37.521627","126.836745","2024-12-03","","2026-06-07 10:57:02.0"
"신기초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신정로 292","","서울특별시 양천구청","37.51131204","126.8542146","2024-12-03","","2026-06-07 10:57:02.0"
"신남중학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로 29길 109","","서울특별시 양천구청","37.52077533","126.8478252","2024-12-03","","2026-06-07 10:57:02.0"
"신남초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 절골8길 33","","서울특별시 양천구청","37.51652947","126.8447978","2024-12-03","","2026-06-07 10:57:02.0"
"신대(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","1003.1","100000","02-2620-3899","","서울특별시 양천구 신월1동 100-1","서울특별시 양천구청","37.534793","126.815232","2024-12-03","","2026-06-07 10:57:02.0"
"신목고등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 안양천로 739","","서울특별시 양천구청","37.51290934","126.8736074","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 목2동 안양천길","서울특별시 양천구청","37.543921","126.882597","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 안양천로 1179(목동)","서울특별시 양천구 목2동123 sk주유소 앞","서울특별시 양천구청","37.54585942","126.8814424","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역, 서울지방식품의약품안전청","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 목2동 신목동역 3번출구","서울특별시 양천구청","37.544031","126.881739","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역1번출구","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 목2동 산8-7","서울특별시 양천구청","37.544599","126.882594","2024-12-03","","2026-06-07 10:57:02.0"
"방아다리(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","927.3","100000","02-2620-3899","","서울특별시 양천구 신월5동 56-1","서울특별시 양천구청","37.538647","126.810787","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지법,서울남부지검1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 386(신정동)","서울특별시 양천구 신정1동 313-1","서울특별시 양천구청","37.522173","126.8639441","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지법,서울남부지검2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정6동 314-2(목동아파트807동 앞)","서울특별시 양천구청","37.522138","126.8639441","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지법,서울남부지검3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 386(신정동)","서울특별시 양천구 신정1동 313-1","서울특별시 양천구청","37.522155","126.8639441","2024-12-03","","2026-06-07 10:57:02.0"
"서울남부지법,서울남부지검4","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신월로 389(신정동)","서울특별시 양천구 신정4동 1009-9","서울특별시 양천구청","37.52267454","126.8643039","2024-12-03","","2026-06-07 10:57:02.0"
"서정초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동로8길 19","","서울특별시 양천구청","37.52345129","126.8672365","2024-12-03","","2026-06-07 10:57:02.0"
"성원.극동아파트1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙본로 15(목동, 목동 금강에스쁘아아파트)","서울특별시 양천구 목동753-1","서울특별시 양천구청","37.53793687","126.8714755","2024-12-03","","2026-06-07 10:57:02.0"
"성원.극동아파트2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙본로 10(목동, 극동늘푸른아파트)","서울특별시 양천구 목동752-1","서울특별시 양천구청","37.53848831","126.8715004","2024-12-03","","2026-06-07 10:57:02.0"
"성원.극동아파트3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙본로 15(목동, 목동 금강에스쁘아아파트)","서울특별시 양천구 목동753-1","서울특별시 양천구청","37.53793687","126.871463","2024-12-03","","2026-06-07 10:57:02.0"
"성원.극동아파트4","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙본로 10(목동, 극동늘푸른아파트)","서울특별시 양천구 목동752-1","서울특별시 양천구청","37.53848831","126.8715004","2024-12-03","","2026-06-07 10:57:02.0"
"세양(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","1560.7","100000","02-2620-3899","","서울특별시 양천구 신정7동 1306-2","서울특별시 양천구청","37.511455","126.846494","2024-12-03","","2026-06-07 10:57:02.0"
"신월문화체육센터1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 지양로 47(신월동)","서울특별시 양천구 신월7동 987","서울특별시 양천구청","37.51985566","126.8350649","2024-12-03","","2026-06-07 10:57:02.0"
"신서고등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 은행정로 42","","서울특별시 양천구청","37.52391531","126.8602083","2024-12-03","","2026-06-07 10:57:02.0"
"신서고등학교 주 통학로 금연거리","학교정문으로부터 오목로42길 구간 약 275m/주 통학로 목동로17길 구간 약215m","서울특별시","양천구","금연의거리                                                                                               ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 은행정로 42 (학교정문으로부터 오목로42길 구간 약 275m주 통학로 목동로17길 구간 약215m)","","서울특별시 양천구청","37.52391531","126.8602083","2024-12-03","","2026-06-07 10:57:02.0"
"신서중학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로 206","","서울특별시 양천구청","37.515966","126.855015","2024-12-03","","2026-06-07 10:57:02.0"
"신서초교","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로 340(신정동, 목동신시가지아파트9단지)","서울특별시 양천구 신정동312","서울특별시 양천구청","37.51942558","126.8640401","2024-12-03","","2026-06-07 10:57:02.0"
"신서초등학교1","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로10길 35","","서울특별시 양천구청","37.520596","126.8623322","2024-12-03","","2026-06-07 10:57:02.0"
"신서초등학교2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로32길 75(신정동)","서울특별시 양천구 신정1동1015-3(대원카공업사 앞)","서울특별시 양천구청","37.52077001","126.8616713","2024-12-03","","2026-06-07 10:57:02.0"
"신서초등학교3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 중앙로32길 75(신정동)","서울특별시 양천구 신정동 1015-3","서울특별시 양천구청","37.520736","126.861667","2024-12-03","","2026-06-07 10:57:02.0"
"신세계(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","1674","100000","02-2620-3899","","서울특별시 양천구 신정2동 119-3","서울특별시 양천구청","37.521721","126.858348","2024-12-03","","2026-06-07 10:57:02.0"
"신안파크아파트후문1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 지양로17길 1(신월동, 디아이빌101아파트)","서울특별시 양천구 신월7동 331-101","서울특별시 양천구청","37.523763","126.8286565","2024-12-03","","2026-06-07 10:57:02.0"
"신안파크아파트후문2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 지양로 138(신월동)","서울특별시 양천구 신월7동 332","서울특별시 양천구청","37.5240648","126.8277537","2024-12-03","","2026-06-07 10:57:02.0"
"신오(어린이공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","932.4","100000","02-2620-3899","서울특별시 양천구 남부순환로33길 38","서울특별시 양천구 신월5동 73-2","서울특별시 양천구청","37.538325","126.8314600000","2024-12-03","","2026-06-07 10:57:02.0"
"신원중학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 가로공원로55길 19","","서울특별시 양천구청","37.53709123","126.8248416","2024-12-03","","2026-06-07 10:57:02.0"
"신원초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 남부순환로 58길 32","","서울특별시 양천구청","37.529527","126.8298644","2024-12-03","","2026-06-07 10:57:02.0"
"신월(근린공원)","공원 전체","서울특별시","양천구","금연공원                                                                                                ","서울특별시 양천구 간접흡연 방지 조례 제5조","33058","100000","02-2620-3899","서울특별시 양천구 신월로 99-1","서울특별시 양천구 신월7동 987-2","서울특별시 양천구청","37.51754319","126.8332925","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역2번출구","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동서로 20(목동)","서울특별시 양천구 목5동 900","서울특별시 양천구청","37.53974775","126.8837826","2024-12-03","","2026-06-07 10:57:02.0"
"신목동역-서울지방식품의약품안전청","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 안양천로 1139(목동)","서울특별시 양천구 목5동900-11","서울특별시 양천구청","37.5427783","126.8835528","2024-12-03","","2026-06-07 10:57:02.0"
"신목중학교1","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙로 88","","서울특별시 양천구청","37.53702318","126.8730734","2024-12-03","","2026-06-07 10:57:02.0"
"신목중학교2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동중앙본로7길 9-31(목동)","서울특별시 양천구 목4동 743-12","서울특별시 양천구청","37.538844","126.8677394","2024-12-03","","2026-06-07 10:57:02.0"
"신목중학교3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 목동752-12","서울특별시 양천구청","37.53793687","126.8714755","2024-12-03","","2026-06-07 10:57:02.0"
"신목중학교,목동2단지후문","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 목5동 902목동(아)218동 앞","서울특별시 양천구청","37.53704835","126.8764179","2024-12-03","","2026-06-07 10:57:03.0"
"신목초등학교","학교출입문으로부터 50미터 이내","서울특별시","양천구","교육환경절대보호구역                                                                                          ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 신목로5길 11-6","","서울특별시 양천구청","37.51660963","126.872685","2024-12-03","","2026-06-07 10:57:03.0"
"신목초등학교입구1","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로8길 15(신정동)","서울특별시 양천구 신정2동 294-47","서울특별시 양천구청","37.517523","126.8710341","2024-12-03","","2026-06-07 10:57:03.0"
"신목초등학교입구2","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","서울특별시 양천구 목동동로 130(신정동, 목동신시가지아파트14단지)","서울특별시 양천구 신정6동329 목동(아)1403동 앞","서울특별시 양천구청","37.514999","126.8712369","2024-12-03","","2026-06-07 10:57:03.0"
"신목초등학교입구3","승강대로부터 10미터 이내","서울특별시","양천구","금연버스정류소                                                                                             ","서울특별시 양천구 간접흡연 방지 조례 제5조","","100000","02-2620-3899","","서울특별시 양천구 신정동 204-46","서울특별시 양천구청","37.514999","126.8712376","2024-12-03","","2026-06-07 10:57:03.0"
